year,state,zip_code,school_type,school_level,id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,average_act
2016-2017,WI,54005,Regular School,High,550261000292,0.2027414365039528,-0.5529938191803349,-0.1296354836357225,-0.24606158794398195,-0.3834644532062045,20.6
2016-2017,TX,78217,Regular School,High,483294003646,-0.8305126222931597,0.49613932421493895,-0.8063985210199263,-0.20989141993965854,-0.33914676802141225,21.4224664224664
2016-2017,WA,98816,Regular School,High,530120002058,0.04425641200425678,-1.1299370722780553,1.1724137062905653,-0.32526392153973466,0.0840650278850966,20.3479853479853
2016-2017,PA,18847,Regular School,High,422298004054,0.9079326279193953,-1.018764094342284,-0.3971937044470175,-0.5756441587993768,0.10361237847641859,22.0573870573871
2016-2017,OH,45679,Regular School,High,390619004105,1.8217957914847536,-1.1054354605979013,0.009616880376666173,-0.578703121579171,-0.28347307340476324,21.0
2016-2017,OH,45208,Regular School,High,390437504331,-1.2446345716184288,2.3624247022393727,1.8690397127089757,1.6822424087025074,-0.5573131021791641,22.0
2016-2017,OH,44618,Regular School,High,390505403980,-1.2299028163039947,-0.5377145800815225,1.2497361932536406,0.13759021691101866,-1.247082690152969,22.0
2016-2017,PA,18837,Regular School,High,421746000964,-0.645922128911817,-1.0855650932197407,0.26289129460836835,-0.056281883592154795,-0.515484977755123,20.4212454212454
2016-2017,TX,78046,Regular School,High,484365009091,0.6293697774540891,-1.3639885669541554,-0.08882346235910385,-0.5034278347953163,1.8444035297831702,16.4896214896215
2016-2017,NJ,8322,Regular School,High,341545002630,0.30466023784448937,-0.6067453652763112,0.3168926507084262,0.48015271091310785,-0.784350226698319,20.4456654456654
2016-2017,TN,38059,Regular School,High,470105002028,-0.41253094765940773,-0.46114237777652173,0.8963784775268551,-0.138667191972288,0.2475417541771312,21.3
2016-2017,TN,37066,Regular School,High,470402001943,0.16399344068904345,1.3401584917877414,1.7611008095542486,2.119219375529596,-0.9832189502710451,20.8
2016-2017,OH,45662,Regular School,High,391002701544,0.5896211472385094,-0.21453121103591163,-1.084313805541373,-1.6298288724522403,2.000476370108631,20.0
2016-2017,TX,77033,Regular School,High,482364012269,-0.13104775035242341,-1.7627229538169775,-0.766489371120121,-1.2898292932116002,1.6953606614969092,16.7582417582418
2016-2017,MI,48507,Regular School,High,261452005122,1.036206649633489,0.49300138615080646,-1.8115425142879176,-1.137997262263166,1.2222100198995842,16.6
2016-2017,MA,1238,Regular School,High,250669000970,-0.566945765339836,0.9905902521148549,0.3320238347756244,0.2817748409099673,-0.5890918874752937,20.3479853479853
2016-2017,WI,53040,Regular School,High,550738000837,-1.147520265743486,0.418066810456619,0.19059163546208616,0.33113161873529545,-1.0207892494788238,21.9
2016-2017,IN,47117,Regular School,Other,181036002285,0.0856907521410337,-0.8810054834554419,0.7830135686433123,-0.04698098324818592,-0.514222411408085,22.030525030525
2016-2017,OH,43944,Regular School,High,390477902988,-0.6556926738581285,-0.15114087815708763,0.5463349238144292,-0.30513263946189983,0.7402214460230948,21.0
2016-2017,NC,27863,Regular School,High,370488001948,-0.07536396745120118,0.29128559633630585,-0.380898273758293,-0.23791813297615141,-0.375110778538712,21.1782661782662
2016-2017,IL,62951,Regular School,High,172055002320,0.7904912550023964,-0.3630852601599862,-0.17557049156651341,-0.5398873641436742,0.45844409842385064,18.7
2016-2017,NJ,7753,Regular School,High,341116004032,1.484827119479095,0.03166243328478825,-0.8942366867219209,-0.1665698930041946,-0.08115934436166361,18.1746031746032
2016-2017,WA,98577,Regular School,High,530714001060,-0.6695618424836842,-0.45813848435646193,-0.34443324316888213,-0.528436922386877,0.749771184543457,17.979242979243
2016-2017,TN,37341,Regular School,High,470159000495,0.1322073010328374,-0.17580454013473912,-0.07014569222094173,-0.11996525734819939,-0.0011978071753047145,18.3
2016-2017,WI,54017,Regular School,High,551062001390,0.05039469581113502,0.9490471459600152,0.6242378165869291,0.20389530202980122,-0.6785080512001973,23.3
2016-2017,FL,33032,Regular School,High,120039003975,1.0824820242214572,-0.07012761686404985,-0.7586948382431838,-0.3298110283745639,0.9519027560331885,17.0757020757021
2016-2017,IL,60401,Regular School,High,170543000223,0.43587191219468363,0.3226790886547616,0.6697918333446846,0.6522400359439631,-0.977872791807865,21.5
2016-2017,IL,62363,Regular School,High,173171003332,-1.1048610560931582,-0.07858929434190838,-0.11811501697502375,-0.6623285500051668,-0.3113648804451833,19.8
2016-2017,MI,48820,Regular School,High,261155004582,-1.0887801164426452,1.6965171875194933,0.5764846403994888,1.4160299721906873,-1.3510082207619418,22.7
2016-2017,PA,16401,Regular School,High,421788006745,-1.0115494531351454,-0.5877400554104152,0.8066656806737784,-0.11171524964220929,-0.22326001036956963,22.3260073260073
2016-2017,NC,27890,Regular School,High,370489003262,0.9685237398063171,-0.6988719666359541,-2.322640141579557,-1.045360294837236,1.4136443006878485,16.0989010989011
2016-2017,OH,44685,Regular School,High,390498603720,-0.602329959648352,1.218554143021363,1.3537943917883535,1.1967767480821943,-0.847145156049761,23.0
2016-2017,IL,60446,Regular School,High,174007004035,0.25429679190654036,0.49137302764475066,0.8863935630028763,0.06913559037940774,0.3640901481664737,19.5
2016-2017,FL,32217,Regular School,High,120048000749,0.11929241809939918,-0.3924765052169475,-0.5648191311635976,-1.0750405012682123,0.7048294912890001,17.1489621489621
2016-2017,WA,99301,Regular School,High,530657000969,0.42604042515019575,-1.803206526454491,-0.43708928366010946,-0.8381362351736095,1.0137928006001122,16.3675213675214
2016-2017,WY,82941,Regular School,High,560486000267,-0.7681357904229952,0.8307430527923059,1.074019751709154,1.304088469384164,-1.4507240435526294,22.9
2016-2017,MO,63088,Regular School,High,293069002116,-1.423780694256625,1.268013309785452,-0.14266250514727427,0.2632557148917537,-0.18395113670098137,22.8
2016-2017,MA,2557,Regular School,High,250738001145,-1.413036438972234,1.285384187083157,0.731833725161305,1.1583743639953183,-1.4041188212667592,23.2295482295482
2016-2017,GA,30318,Regular School,High,130012000089,2.6426650844552504,-0.478276021256445,-3.1250884424519154,-0.9208522422326394,2.4338462984393767,15.5128205128205
2016-2017,IL,60616,Regular School,High,170993000588,1.5424287464633872,1.437222830041126,-1.954753345857425,-0.4527482622544014,2.3474517931517846,14.9
2016-2017,FL,34601,Regular School,Other,120081000890,1.238797867766397,-0.8384838450562578,-1.106687695831151,-0.9344108880674029,0.2952051092619073,22.9120879120879
2016-2017,KY,41701,Regular School,High,210477000755,0.9963320562304946,-0.6407459484149368,0.038689556240040265,-0.4852807447908614,0.841524638168074,17.9
2016-2017,IL,62501,Regular School,High,170399000085,0.03243336020440954,0.11985582611639968,0.5331547510170221,0.26366908824037455,-0.5265031534107619,19.7
2016-2017,TX,76550,Regular School,High,482664002998,-0.42084428192513934,-0.18081531179609814,0.8828002922219446,-0.40107659367679654,-0.3336153782318764,21.2515262515263
2016-2017,OH,43613,Regular School,High,390449004560,1.1947446513808846,-0.32283518195443117,-0.38271361861436637,-0.7078822930231832,-0.17783701893711096,22.0
2016-2017,OH,44129,Regular School,High,390446301506,0.07103135222190969,0.6578348296894807,-0.2194702043274033,-0.044087369807840046,0.08633230739287955,21.0
2016-2017,IN,46044,Regular School,High,181288002050,-0.6084466754585824,-0.7030335474982449,0.2116660990355836,0.004153299976211856,-0.4994745669844535,19.8107448107448
2016-2017,OH,44440,Regular School,High,390502503889,-0.6810841245087644,0.2458451341439918,0.5606827902004154,0.034742927774153935,-0.36392590772775885,21.0
2016-2017,MA,1230,Regular School,High,250253000154,-0.5799488373528098,0.3079663665551878,0.02731526990851651,-0.007297141780585382,-1.244403188599053,23.1074481074481
2016-2017,IL,61607,Regular School,High,172295002535,-0.24298707492238608,0.44553088854995504,0.8882914188018167,0.5862656495040772,-0.10015554376878784,18.8
2016-2017,OH,43571,Regular School,High,390482003144,-0.6976932737977192,1.2286948687408004,1.0161276775368981,0.9646676128315932,-1.4154413932862167,23.0
2016-2017,NC,28205,Regular School,High,370297003245,1.548774935399063,-0.06310146314873881,-1.2573687001229832,-1.0964119033919097,1.6021367269972002,15.7326007326007
2016-2017,WI,53538,Regular School,High,550474000510,-0.7803504732638484,0.7040481796355043,-0.3442395206976859,0.132340375383534,-0.8052282300894169,22.9
2016-2017,IL,62069,Regular School,Other,172718002883,-0.7179807767690184,-0.043881454430519745,0.4694181827674016,0.05677572725564465,-0.30757813817832474,20.0
2016-2017,TX,78756,Regular School,High,480894000333,-0.7434521335524911,1.5201369899192387,-0.22291902938502084,0.04429185212729531,-0.5406631351321091,24.2796092796093
2016-2017,PA,19090,Regular School,High,422451003401,-0.4994249098032459,0.15287607020261162,0.16014962948278988,0.03416420508608476,-0.8465378990886764,21.3247863247863
2016-2017,PA,17236,Regular School,High,422274006280,0.292134755146803,-1.1339185222196575,0.7288572306049473,0.022093703306356266,-0.9255356517687641,21.0805860805861
2016-2017,TX,77489,Regular School,High,481965009241,-0.4900584861295383,0.3327275952272533,-0.7474797511179986,0.09480607532876183,0.49595567981191285,17.1245421245421
2016-2017,PA,18015,Regular School,High,420009900634,-0.5109906610085553,0.041004019180277566,-0.8528386146074001,-0.06008491839946651,-1.5479120894532055,21.2759462759463
2016-2017,FL,34994,Regular School,High,120129001282,0.8224787701344263,-0.5828144774710444,-1.8912052164682331,-0.8528523263845114,-0.46347989435894427,21.6910866910867
2016-2017,MI,49649,Regular School,High,262038005722,0.5495052597547275,0.252042048437047,0.8941899338233691,0.06690337429685521,-0.15219187407362073,21.0
2016-2017,OH,44805,Regular School,High,390435000075,1.8634168308220804,-0.65628839949036,-0.05757413106174126,-0.8661216108752403,-0.6069766051189167,22.0
2016-2017,MO,64078,Regular School,High,292373001424,-1.0369377246517515,0.9465650820048018,0.7217145928939481,1.2116581886325444,-0.8496404806588667,21.8
2016-2017,MO,65611,Regular School,High,290528000076,-0.16120645316495785,-0.6992003983014355,0.9108065928659876,-0.4735822790248917,0.10714365825858874,20.7
2016-2017,FL,32308,Regular School,High,120111001162,-0.37593499575629263,2.0271849264938995,0.3840604472567583,-0.5702703052673059,-0.7978374943552551,23.3516483516484
2016-2017,LA,71082,Regular School,High,220030000179,0.24426429072699413,-1.1998617180601983,-0.9859134360469431,-1.1411388997126843,0.7167643213080309,19.5
2016-2017,OH,44313,Regular School,High,390434800016,0.04565981216093407,0.6860369944268976,1.0021241064811195,0.3188130929463944,0.16789259035575066,21.0
2016-2017,WA,98563,Regular School,High,530516000780,0.8114554083052007,0.38770355622510694,-0.30245611834738906,-0.21758016422400614,-0.6032319040345522,21.3736263736264
2016-2017,MO,63069,Regular School,High,292346001356,0.27480836022698396,0.15900806612222074,-0.8349612622181739,-0.38640183980075676,-0.4233047685958408,22.3
2016-2017,MI,49127,Regular School,High,262082005745,-1.0136278380829773,1.085273045551536,1.2081709282747337,0.6503798558751693,-1.0364029554252454,22.4
2016-2017,IL,60012,Regular School,High,171137002154,-0.5703782563192122,1.2977513786124804,1.1076913958082422,1.7777316522339213,-1.4569396178714082,23.8
2016-2017,NJ,7663,Regular School,High,341449000824,-0.6948936410620927,0.21592530804914375,1.361067067673473,0.9353594424143756,-1.170230818976343,19.2979242979243
2016-2017,MI,49887,Regular School,High,263300006852,-0.13944776094917885,0.10478699017188212,0.6304143145447819,0.10328022897548902,-0.40460690913436775,20.3
2016-2017,WI,54025,Regular School,High,551401001825,-0.9066164331126592,0.498395884224103,0.7977978819541944,0.8240379996307837,-0.9117659031817104,21.8
2016-2017,TN,37075,Regular School,Other,470402001665,-0.7136339331148832,-0.013414028034549873,-0.3201504503583511,-0.4066984712180399,-1.6512394817389278,29.7
2016-2017,MI,48461,Regular School,High,262568006213,0.07248764586209404,-0.22966959278702898,0.010940241005668112,-0.08902105280292523,-0.4911441173436213,19.9
2016-2017,MO,63801,Regular School,High,292826001744,0.23607778096926915,-1.315562479451918,0.002110171049934488,-0.8907586624530424,0.3609658643846003,20.6
2016-2017,TX,76691,Regular School,High,484504005131,-0.333279043552248,-0.08469873335079084,-0.04997705968589976,-0.5740320027397555,0.16652575473098913,21.007326007326
2016-2017,PA,19116,Regular School,Other,420005100488,0.18531005616088278,0.07001564464416428,1.2129954701581647,-0.05768735297746565,-0.6781314354122874,21.6422466422466
2016-2017,WI,54893,Regular School,High,551623002099,0.40401429560508884,-0.50492158962163,0.1278629784194702,-0.3246438615168034,0.6392425965566648,21.5
2016-2017,NJ,8826,Regular School,High,341161003026,0.65300267834461,1.3372606142671444,0.5881467331654452,1.7838909151283717,-1.6402197318654612,25.2808302808303
2016-2017,OH,45613,Regular School,High,390491203499,1.375766746031681,-1.6649304084903422,-1.1367948435029642,-0.30116425531513974,2.3814487003942384,18.0
2016-2017,WA,98284,Regular School,High,530774001279,0.6523083655295121,0.45152928915702545,0.06435901814230453,-0.1791777801371302,-0.07109821972392415,21.3247863247863
2016-2017,GA,30083,Regular School,High,130174003921,0.8134844640725533,0.06988227616575071,-0.1107659037744732,-0.4627105599561636,0.740674109469777,13.5103785103785
2016-2017,NJ,7201,Regular School,High,340459005478,0.2548916777084247,-1.776620149494447,-1.294746325581453,-0.5224430088318749,0.6268651135375196,21.4957264957265
2016-2017,NJ,8055,Regular School,High,340849001096,-0.6018459947178608,1.5269891669026325,0.5612634919872842,2.3392166716656067,-1.6132986114385461,23.4737484737485
2016-2017,OH,43076,Regular School,High,390490503473,-0.32272791620898134,-0.04236492104746738,0.9578779687151894,-0.00547829904665369,-0.5417720441109982,22.0
2016-2017,NC,27408,Regular School,High,370192000774,-0.5235324215806301,1.7766606002188063,1.3768856084115206,0.09683160473700395,-0.2959934348550306,23.9133089133089
2016-2017,NC,27526,Regular School,High,370472001861,0.5921293479362707,1.3921529676720164,0.4750196205429997,0.5900686843113889,-0.7590633861724727,22.3992673992674
2016-2017,IN,47960,Regular School,High,181158001863,-0.08637473620020263,0.07212235297018482,0.7848161233421571,-0.5506764085426782,-0.47879046580291157,20.1037851037851
2016-2017,TX,76504,Regular School,High,484233004827,1.5448940960908717,-1.9304818110886697,0.4728128989906831,-1.1425030317631333,0.49799038258262107,21.2026862026862
2016-2017,OH,45306,Regular School,High,390497603687,-0.6874701229152383,-0.43131260260287574,1.5413900707654213,0.4133102404411182,-0.18913704240075677,22.0
2016-2017,NY,10469,Regular School,High,360008805541,0.34982355308189855,-0.24328399475146584,-1.629677381354651,-0.9660752865717591,0.7691276938839033,17.7594627594628
2016-2017,OH,44840,Regular School,High,390458202352,-0.1852578559623759,-0.6315950009043695,0.8287161949694309,-0.01639135545024384,-0.9866025611881998,22.0
2016-2017,MI,48066,Regular School,High,263021006628,-0.46879808934881617,-0.2860392252690879,-2.3862544265218455,-0.8912133731365253,0.7344275685584513,17.9
2016-2017,OH,43147,Regular School,High,390468902690,-1.0541994551845513,1.1490250695457367,0.7516777152319264,1.86776436756354,-0.9018214483913771,22.0
2016-2017,LA,70041,Regular School,High,220123002028,-1.7051544729566286,-0.62323993719398,-0.07285124524141924,-0.5819274336984136,0.9432991015535209,18.9
2016-2017,IL,61284,Regular School,High,173444003549,-0.6605098495391074,0.5163494060078403,0.8081290057867746,0.709864280741708,-1.1802707609989342,20.3
2016-2017,WI,54216,Regular School,High,550741000841,-0.9495651885657739,-0.43762560751857116,1.3095049123774993,-0.032595590716180727,-1.2175047006154143,22.1
2016-2017,WA,98499,Regular School,High,530141000250,1.0558282736841005,0.7699803993768045,-0.8388391500862075,-0.37433133802102825,1.0293621292900945,17.3199023199023
2016-2017,MI,48212,Regular School,High,260030101945,3.4300454694959037,-1.6777038292917228,0.8994859377170222,-1.4071033122153322,2.4214191081487355,16.6
2016-2017,IL,62821,Regular School,High,170850000472,-1.0692433689718355,1.006612861760813,-0.8645989836309886,-0.3775969874751329,-0.5595753969105415,18.0
2016-2017,MI,48864,Regular School,Other,260105008571,-0.7397408076305816,2.1907529826407215,1.0932545062403445,1.4725381089471559,0.2831447454700695,17.9
2016-2017,IN,46307,Regular School,High,180249000293,-0.8861678032027921,0.6810325835164875,1.3597757657879113,0.9642129021481103,-1.1280108581949997,21.5201465201465
2016-2017,MO,63366,Regular School,High,290837002624,0.2898503016536833,0.21737908546493068,0.8818600167527874,1.2620483998294247,-1.2544338009601852,22.7
2016-2017,WI,53190,Regular School,High,551668002182,-0.39607720105272337,0.6807363958986844,-0.37913672765827705,-0.44282730188750125,-0.43764921730625556,23.5
2016-2017,MO,63379,Regular School,High,293045002090,-0.17351158920163134,-0.3827637832775364,-0.1903865075395213,-0.3393599527277053,-0.5551370956977099,20.9
2016-2017,IL,60181,Regular School,High,171394001738,-0.6349508595187602,0.948881488265941,1.4022390016632067,0.48213690298648787,-0.046845504206112304,20.6
2016-2017,NC,27330,Regular School,High,370256001080,1.9398915792445313,-1.8949297813487334,-0.9887945046888743,-1.0652022155710363,0.1953175986223105,20.2503052503052
2016-2017,WA,98144,Regular School,High,530771001168,-0.061394071122968075,1.386595212056821,0.14221671048954632,1.4773332397911576,0.4272282180225116,18.9316239316239
2016-2017,NJ,7866,Regular School,High,341074004354,-0.6288078441162009,0.32058618361361474,0.7760636391203094,0.9043564412678128,-1.4837194736358588,23.2051282051282
2016-2017,PA,15905,Regular School,Not reported,422613001293,-0.6594715117327846,0.7273033917662153,0.7390094545304667,0.4947861274542856,-1.0295601531636671,22.7899877899878
2016-2017,WA,98648,Regular School,High,530852001436,0.06988137385011706,0.6453048211927036,-0.8260251659806827,-0.20422820506355305,0.044687274882496617,20.8608058608059
2016-2017,TX,77656,Regular School,High,484023004562,-0.0955366952414747,-0.2962739160476477,-1.1967766953895844,-0.7532293493668892,-0.3327441880895323,19.2490842490842
2016-2017,FL,34237,Regular School,High,120168001838,0.029508550212553934,0.17264897822741587,-1.2407734749621264,-0.2783460464712695,-0.058839661142499236,21.2026862026862
2016-2017,TX,79835,Regular School,High,481278000772,-0.9957752268850514,-0.3312600475280058,0.12273767328992823,-0.6295067061246721,1.0136874492776282,18.5653235653236
2016-2017,MA,2186,Regular School,High,250798001262,-0.8628951489022147,1.630144859562393,-0.08669846013238944,2.1922624462308984,-1.2406184496163433,22.9365079365079
2016-2017,MO,63389,Regular School,High,293219002257,0.9218165648958445,-0.9122853280574754,0.7188427606922028,0.09964254350762565,-0.01162150956959713,20.3
2016-2017,GA,30106,Regular School,High,130129000574,-0.7046055506988156,0.825032262141738,0.23489093272011985,0.9145667629787475,1.0181914876290556,17.979242979243
2016-2017,IL,60018,Regular School,High,172409005032,-0.28259501278398114,0.1157194979916674,1.441139060917023,0.5402985331374399,-0.1813955076103761,20.4
2016-2017,FL,33132,Regular School,High,120039002810,0.003367206242744114,-1.3777536596016722,-0.025758139830479962,-0.6377267730625762,-0.7730142036826472,22.6190476190476
2016-2017,IN,47551,Regular School,High,180174000234,-0.968711070356846,-1.7284096237289313,0.5556099225770378,0.01907607786142414,-0.6958985776325092,20.8339438339438
2016-2017,NJ,8852,Regular School,High,341521003610,-0.7836878852783323,1.3410647393041988,0.989485002602121,2.6150607072002927,-1.4759341091631086,24.4261294261294
